name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
AMD Ryzen 9 7900,AMD,$401.03 ,AMD Ryzen 9,Zen 4,Raphael,AM5,12,24,3.7,5.4,12 MB,64 MB,65,Radeon,128 GB,TRUE,TRUE,TRUE,None,https://pcpartpicker.com/product/P3cG3C/amd-ryzen-9-7900-36-ghz-12-core-processor-100-100000590box
Intel Core i7-10700K,Intel,$380.99+,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,16,3.8,5.1,2 MB,16 MB,125,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/yhxbt6/intel-core-i7-10700k-38-ghz-8-core-processor-bx8070110700k
AMD Ryzen 5 5500GT,AMD,$124.99 ,AMD Ryzen 5,Zen 3,Cezanne,AM4,6,12,3.6,4.4,3 MB,16 MB,65,Radeon Vega 7,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/VcvD4D/amd-ryzen-5-5500gt-36-ghz-6-core-processor-100-100001489box
Intel Core i9-13900K,Intel,$548.99+,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,32,3,5.8,32 MB,36 MB,125,Intel UHD Graphics 770,192 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/DhVmP6/intel-core-i9-13900k-3-ghz-24-core-processor-bx8071513900k
AMD Ryzen 5 7500X3D,AMD,N/A,AMD Ryzen 5,Zen 4,Raphael,AM5,6,12,4,4.5,6 MB,96 MB,65,Radeon,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/bsgZxr/amd-ryzen-5-7500x3d-4-ghz-6-core-oemtray-processor-100-000001904
AMD Ryzen 9 3900X,AMD,N/A,AMD Ryzen 9,Zen 2,Matisse,AM4,12,24,3.8,4.6,6 MB,64 MB,105,None,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/tLCD4D/amd-ryzen-9-3900x-36-ghz-12-core-processor-100-100000023box
AMD Ryzen 3 4100,AMD,$68.47 ,AMD Ryzen 3,Zen 2,Renoir-X,AM4,4,8,3.8,4,2 MB,4 MB,65,None,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/drBG3C/amd-ryzen-3-4100-38-ghz-quad-core-processor-100-100000510box
Intel Core i5-13600K,Intel,$529.99+,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,20,3.5,5.1,20 MB,24 MB,125,Intel UHD Graphics 770,192 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/LfNxFT/intel-core-i5-13600k-35-ghz-14-core-processor-bx8071513600k
Intel Core i5-11400F,Intel,$167.23+,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,12,2.6,4.4,3 MB,12 MB,65,None,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f
AMD Threadripper 3970X,AMD,$1699.99+,AMD Threadripper,Zen 2,Castle Peak,sTRX4,32,64,3.7,4.5,16 MB,128 MB,280,None,512 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/rkwkcf/amd-threadripper-3970x-37-ghz-32-core-processor-100-100000011wof
Intel Core i5-9400F,Intel,$119.99+,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,2.9,4.1,1.5 MB,9 MB,65,None,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/T47v6h/intel-core-i5-9400f-29-ghz-6-core-processor-bx80684i59400f
Intel Core i7-6700K,Intel,$228.96 ,Intel Core i7,Skylake,Skylake-S,LGA1151,4,8,4,4.2,1 MB,8 MB,91,Intel HD Graphics 530,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tdmxFT/intel-cpu-bx80662i76700k
Intel Core i5-12400,Intel,$162.76+,Intel Core i5,Alder Lake,Alder Lake,LGA1700,6,12,2.5,4.4,7.5 MB,18 MB,65,Intel UHD Graphics 730,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tLKKHx/intel-core-i5-12400-25-ghz-6-core-processor-bx8071512400
AMD Ryzen 7 3800X,AMD,$339.99 ,AMD Ryzen 7,Zen 2,Matisse,AM4,8,16,3.9,4.5,4 MB,32 MB,105,None,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/qryV3C/amd-ryzen-7-3800x-39-ghz-8-core-processor-100-100000025box
AMD Ryzen 5 9600,AMD,$279.82 ,AMD Ryzen 5,Zen 5,Granite Ridge,AM5,6,12,3.8,5.2,6 MB,32 MB,65,Radeon,192 GB,TRUE,TRUE,TRUE,None,https://pcpartpicker.com/product/QmqNnQ/amd-ryzen-5-9600-38-ghz-6-core-processor-100-100000718box
AMD Ryzen 9 7900X3D,AMD,$799.99+,AMD Ryzen 9,Zen 4,Raphael,AM5,12,24,4.4,5.6,12 MB,128 MB,120,Radeon,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/XccgXL/amd-ryzen-9-7900x3d-44-ghz-12-core-processor-100-100000909wof
Intel Core i5-14400,Intel,$189.00 ,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,10,16,2.5,4.7,9.5 MB,20 MB,65,Intel UHD Graphics 730,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/37qrxr/intel-core-i5-14400-25-ghz-10-core-processor-bx8071514400
AMD Ryzen 5 1600 (14nm),AMD,$58.40 ,AMD Ryzen 5,Zen,Summit Ridge,AM4,6,12,3.2,3.6,3 MB,16 MB,65,None,N/A,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/mV98TW/amd-ryzen-5-1600-32ghz-6-core-processor-yd1600bbaebox
Intel Core i5-13600KF,Intel,$299.99 ,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,20,3.5,5.1,20 MB,24 MB,125,None,192 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/GVM48d/intel-core-i5-13600kf-35-ghz-14-core-processor-bx8071513600kf
AMD Ryzen 7 7700,AMD,$275.92 ,AMD Ryzen 7,Zen 4,Raphael,AM5,8,16,3.6,5.3,8 MB,32 MB,65,Radeon,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/zrRnTW/amd-ryzen-7-7700-36-ghz-8-core-oemtray-processor-100-000000592
Intel Pentium E2220,Intel,$31.90+,Intel Pentium,Core,Allendale,LGA775,2,2,2.4,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/fWsKHx/intel-cpu-bx80557e2220
Intel Core i5-9600K,Intel,$159.00 ,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,3.7,4.6,1.5 MB,9 MB,95,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k
Intel Core i7-12700F,Intel,$244.97 ,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,20,2.1,4.9,12 MB,25 MB,65,None,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/LT3gXL/intel-core-i7-12700f-21-ghz-12-core-processor-bx8071512700f
Intel Core i7-8700,Intel,$137.66 ,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,12,3.2,4.6,1.5 MB,12 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/C9hj4D/intel-core-i7-8700-32ghz-6-core-processor-bx80684i78700
Intel Core Ultra 7 265F,Intel,$329.95 ,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA1851,20,20,2.4,5.3,36 MB,30 MB,65,None,256 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/hw62FT/intel-core-ultra-7-265f-24-ghz-20-core-processor-bx80768265f
Intel Core i7-11700K,Intel,$359.00 ,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA1200,8,16,3.6,5,4 MB,16 MB,125,Intel UHD Graphics 750,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/VW3gXL/intel-core-i7-11700k-36-ghz-8-core-processor-bx8070811700k
Intel Core Ultra 5 225,Intel,$195.00 ,Intel Core Ultra 5,Arrow Lake,Arrow Lake,LGA1851,10,10,3.3,4.9,22 MB,20 MB,65,Intel Xe,256 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/tFtkcf/intel-core-ultra-5-225-33-ghz-10-core-processor-bx80768225
AMD Ryzen 5 2600X,AMD,N/A,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,12,3.6,4.2,3 MB,15.99 MB,95,None,64 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/6mm323/amd-ryzen-5-2600x-36ghz-6-core-processor-yd260xbcafbox
Intel Core i3-6100,Intel,$70.65+,Intel Core i3,Skylake,Skylake-S,LGA1151,2,4,3.7,N/A,0.5 MB,3 MB,51,Intel HD Graphics 530,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/hV7CmG/intel-cpu-bx80662i36100
AMD Ryzen 9 3950X,AMD,$718.42+,AMD Ryzen 9,Zen 2,Matisse,AM4,16,32,3.5,4.7,8 MB,64 MB,105,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/t7CFf7/amd-ryzen-9-3950x-35-ghz-16-core-processor-100-100000051wof
Intel Core i3-10100F,Intel,$100.00 ,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,8,3.6,4.3,1 MB,6 MB,65,None,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/r8Dkcf/intel-core-i3-10100f-36-ghz-quad-core-processor-bx8070110100f
Intel Core i7-10700F,Intel,$245.00 ,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,16,2.9,4.8,2 MB,16 MB,65,None,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f
Intel Core i7-7700,Intel,$102.50 ,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,8,3.6,4.2,1 MB,8 MB,65,Intel HD Graphics 630,64 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9mRFf7/intel-core-i7-7700-36ghz-quad-core-processor-bx80677i77700
Intel Core i3-12100,Intel,$149.99 ,Intel Core i3,Alder Lake,Alder Lake,LGA1700,4,8,3.3,4.3,5 MB,12 MB,60,Intel UHD Graphics 730,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qrhFf7/intel-core-i3-12100-33-ghz-quad-core-processor-bx8071512100
Intel Core i5-10400,Intel,$170.99+,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,12,2.9,4.3,1.5 MB,12 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400
Intel Core i9-10900K,Intel,$627.50 ,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,20,3.7,5.3,2.5 MB,20 MB,125,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/cwFKHx/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900k
Intel Core i5-8400,Intel,$169.99+,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,2.8,4,1.5 MB,9 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400
Intel Core i7-4790K,Intel,N/A,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,8,4,4.4,1 MB,8 MB,88,Intel HD Graphics 4600,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/6vzv6h/intel-cpu-bx80646i74790k
Intel Celeron E3400,Intel,$18.98+,Intel Celeron,Wolfdale,Wolfdale,LGA775,2,2,2.6,N/A,1 MB,0 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/CxvRsY/intel-cpu-bx80571e3400
Intel Core i7-6700,Intel,$97.17 ,Intel Core i7,Skylake,Skylake-S,LGA1151,4,8,3.4,4,1 MB,8 MB,65,Intel HD Graphics 530,64 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/7V7CmG/intel-cpu-bx80662i76700
Intel Core Ultra 9 285,Intel,$567.00 ,Intel Core Ultra 9,Arrow Lake,Arrow Lake,LGA1851,24,24,2.5,5.6,40 MB,36 MB,65,Intel Xe,256 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/sQZWGX/intel-core-ultra-9-285-25-ghz-24-core-processor-bx80768285
Intel Core i7-13700KF,Intel,N/A,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,24,3.4,5.4,24 MB,30 MB,125,None,192 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/w86p99/intel-core-i7-13700kf-34-ghz-16-core-processor-bx8071513700kf
Intel Core i7-13700F,Intel,$362.34 ,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,24,2.1,5.2,24 MB,30 MB,65,None,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f
AMD Threadripper 3960X,AMD,$1000.99+,AMD Threadripper,Zen 2,Castle Peak,sTRX4,24,48,3.8,4.5,12 MB,128 MB,280,None,512 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/kNyqqs/amd-ryzen-9-3960x-38-ghz-24-core-processor-100-100000010wof
Intel Core i9-11900K,Intel,$449.00 ,Intel Core i9,Rocket Lake,Rocket Lake-S,LGA1200,8,16,3.5,5.3,4 MB,16 MB,125,Intel UHD Graphics 750,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k
Intel Core i5-10600K,Intel,$175.99+,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,12,4.1,4.8,1.5 MB,12 MB,125,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HcPgXL/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600k
AMD Ryzen 5 7400F,AMD,N/A,AMD Ryzen 5,Zen 4,Raphael,AM5,6,12,3.7,4.7,6 MB,32 MB,65,None,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/M3vscf/amd-ryzen-5-7400f-37-ghz-6-core-oemtray-processor-100-000001845
Intel Core i7-11700F,Intel,$235.99+,Intel Core i7,Rocket Lake,Rocket Lake-S,LGA1200,8,19,2.5,4.9,4 MB,16 MB,65,None,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f
Intel Core i5-6500,Intel,$97.19+,Intel Core i5,Skylake,Skylake-S,LGA1151,4,4,3.2,3.6,1,6,65,Intel HD Graphics 530,64 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500
AMD Ryzen 5 4600G,AMD,N/A,AMD Ryzen 5,Zen 2,Renoir,AM4,6,12,3.7,4.2,3 MB,8 MB,65,Radeon Vega 7,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/CNVmP6/amd-ryzen-5-4600g-37-ghz-6-core-processor-100-100000147box
AMD Ryzen 5 3600,AMD,$252.47 ,AMD Ryzen 5,Zen 2,Matisse,AM4,6,12,3.6,4.2,3 MB,32 MB,65,None,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/9twypg/amd-ryzen-5-3600-36-ghz-6-core-processor-100-100000031sbx
Intel Core i5-7500,Intel,$73.80 ,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,4,3.4,3.8,1 MB,6 MB,65,Intel HD Graphics 630,64 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/QbGj4D/intel-core-i5-7500-34ghz-quad-core-processor-bx80677i57500
Intel Core Ultra 7 265,Intel,$349.00 ,Intel Core Ultra 7,Arrow Lake,Arrow Lake,LGA1851,20,20,2.4,5.3,36 MB,30 MB,65,Intel Xe,256 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/HTBFf7/intel-core-ultra-7-265-24-ghz-20-core-processor-bx80768265
Intel Core i7-10700,Intel,$299.00 ,Intel Core i7,Comet Lake,Comet Lake,LGA1200,8,16,2.9,4.8,2 MB,16 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700
Intel Core i3-14100,Intel,$137.71+,Intel Core i3,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,4,8,3.5,4.7,5 MB,12 MB,60,Intel UHD Graphics 730,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/qtBzK8/intel-core-i3-14100-35-ghz-quad-core-processor-bx8071514100
Intel Core i9-10850K,Intel,$823.61+,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,20,3.6,5.2,2.5 MB,20 MB,125,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/nGFKHx/intel-core-i9-10850k-36-ghz-10-core-processor-bx8070110850k
Intel Core i3-13100F,Intel,$88.44 ,Intel Core i3,Raptor Lake,Raptor Lake,LGA1700,4,8,3.4,4.5,5 MB,12 MB,58,None,192 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f
Intel Core i7-9700,Intel,$315.29+,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,8,3,4.7,2 MB,12 MB,65,Intel HD Graphics 630,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/L6vbt6/intel-core-i7-9700-3-ghz-8-core-processor-bx80684i79700
Intel Xeon E5-2699 V4,Intel,$292.05+,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,22,44,2.2,3.6,5.5 MB,55 MB,145,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/rd98TW/intel-cpu-cm8066002022506
AMD Ryzen 7 2700,AMD,$358.40+,AMD Ryzen 7,Zen+,Pinnacle Ridge,AM4,8,16,3.2,4.1,4 MB,16 MB,65,None,64 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/WPQG3C/amd-ryzen-7-2700-32ghz-8-core-processor-yd2700bbafbox
Intel Core i5-8600K,Intel,$172.56+,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,3.6,4.3,1.5 MB,9 MB,95,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/Mr2rxr/intel-core-i5-8600k-36ghz-6-core-processor-bx80684i58600k
Intel Core i9-13900KF,Intel,$604.54 ,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,32,3,5.8,32 MB,36 MB,125,None,192 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/CgkWGX/intel-core-i9-13900kf-3-ghz-24-core-processor-bx8071513900kf
Intel Core i7-12700,Intel,$318.99+,Intel Core i7,Alder Lake,Alder Lake,LGA1700,12,20,2.1,4.9,12 MB,25 MB,65,Intel UHD Graphics 770,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/XVRYcf/intel-core-i7-12700-21-ghz-12-core-processor-bx8071512700
AMD Ryzen 3 3100,AMD,N/A,AMD Ryzen 3,Zen 2,Matisse,AM4,4,8,3.6,3.9,2 MB,16 MB,65,None,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box
Intel Core i7-9700F,Intel,$249.00 ,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,8,3,4.7,2 MB,12 MB,65,None,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/W4848d/intel-core-i7-9700f-3-ghz-8-core-processor-bx80684i79700f
AMD Ryzen 9 PRO 7945,AMD,$843.60 ,AMD Ryzen 9 PRO,Zen 4,Raphael,AM5,12,24,3.7,5.4,12 MB,64 MB,65,Radeon,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/jTrqqs/amd-ryzen-9-pro-7945-37-ghz-12-core-oemtray-processor-100-000000598
Intel Core i3-8100,Intel,$169.99+,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,4,3.6,N/A,1 MB,6 MB,65,Intel UHD Graphics 630,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100
Intel Core i5-14500,Intel,$249.99 ,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,20,2.6,5,11.5 MB,24 MB,65,Intel UHD Graphics 770,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/KwXV3C/intel-core-i5-14500-26-ghz-14-core-processor-bx8071514500
AMD Athlon 3000G (14nm),AMD,$68.27+,AMD Athlon,Zen,Raven Ridge,AM4,2,4,3.5,N/A,1 MB,4 MB,35,Radeon Vega 3,128 GB,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox
Intel Core i7-14700,Intel,$320.99 ,Intel Core i7,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,20,28,2.1,5.4,28 MB,33 MB,65,Intel UHD Graphics 770,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/7rXV3C/intel-core-i7-14700-21-ghz-20-core-processor-bx8071514700
Intel Core i5-6600K,Intel,$175.64+,Intel Core i5,Skylake,Skylake-S,LGA1151,4,4,3.5,3.9,1 MB,6 MB,91,Intel HD Graphics 530,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k
AMD Ryzen 5 3500X,AMD,N/A,AMD Ryzen 5,Zen 2,Matisse,AM4,6,6,3.6,4.1,3 MB,32 MB,65,None,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/T9CFf7/amd-ryzen-5-3500x-36-ghz-6-core-processor-100-000000158
Intel Core i7-4770K,Intel,$136.51+,Intel Core i7,Haswell,Haswell,LGA1150,4,8,3.5,3.9,1 MB,8 MB,84,Intel HD Graphics 4600,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/yT2kcf/intel-cpu-bx80646i74770k
Intel Core i9-12900KS,Intel,$355.99+,Intel Core i9,Alder Lake,Alder Lake,LGA1700,16,24,3.4,5.5,14 MB,30 MB,150,Intel UHD Graphics 770,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/sn4Ycf/intel-core-i9-12900ks-34-ghz-16-core-processor-bx8071512900ks
AMD Ryzen 7 3700X,AMD,N/A,AMD Ryzen 7,Zen 2,Matisse,AM4,8,16,3.6,4.4,4 MB,32 MB,65,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071
Intel Core i7-3770,Intel,$178.38+,Intel Core i7,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.4,N/A,1 MB,8 MB,77,Intel HD Graphics 4000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Vjzv6h/intel-cpu-bx80637i73770
Intel Core i5-4690,Intel,$52.00+,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,4,3.5,3.9,1 MB,6 MB,84,Intel HD Graphics 4600,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690
Intel Core i9-13900KS,Intel,$707.00 ,Intel Core i9,Raptor Lake,Raptor Lake,LGA1700,24,32,3,6,32 MB,36 MB,150,Intel UHD Graphics 770,192 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/TNLFf7/intel-core-i9-13900ks-3-ghz-24-core-processor-bx8071513900ks
Intel Core i5-11400,Intel,$216.49 ,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,12,2.6,4.4,3 MB,12 MB,65,Intel UHD Graphics 730,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400
AMD Ryzen 9 3900XT,AMD,$389.99+,AMD Ryzen 9,Zen 2,Matisse,AM4,12,24,3.8,4.7,6 MB,64 MB,105,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/RwfFf7/amd-ryzen-9-3900xt-38-ghz-12-core-processor-100-100000277wof
Intel Core i9-9900KF,Intel,$399.00 ,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,16,3.6,5,2 MB,16 MB,95,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/G7KcCJ/intel-core-i9-9900kf-36-ghz-8-core-processor-bx80684i99900kf
AMD Ryzen 7 1700,AMD,N/A,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,16,3,3.7,4 MB,16 MB,65,None,N/A,FALSE,TRUE,TRUE,None,https://pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox
Intel Core i7-4770,Intel,$76.80 ,Intel Core i7,Haswell,Haswell,LGA1150,4,8,3.4,3.9,1 MB,8 MB,84,Intel HD Graphics 4600,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/sCNp99/intel-cpu-bx80646i74770
Intel Core i5-13500,Intel,$339.98 ,Intel Core i5,Raptor Lake,Raptor Lake,LGA1700,14,20,2.5,4.8,11.5 MB,24 MB,65,Intel UHD Graphics 770,192 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500
Intel Core i5-11600K,Intel,$199.00 ,Intel Core i5,Rocket Lake,Rocket Lake-S,LGA1200,6,12,3.9,4.9,3 MB,12 MB,125,Intel UHD Graphics 750,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k
