name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Toshiba DT01ACA050,$33.97+,Toshiba,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/D7V48d/toshiba-internal-hard-drive-dt01aca050
Seagate Barracuda Compute,$145.66+,Seagate,2.5,SATA 6.0 Gb/s,2,5400,128,https://pcpartpicker.com/product/zxXnTW/seagate-barracuda-compute-2-tb-25-5400rpm-internal-hard-drive-st2000lm007
Seagate Exos X22,$459.99 ,Seagate,3.5,SATA 6.0 Gb/s,22,7200,512,https://pcpartpicker.com/product/gfmNnQ/seagate-exos-x22-22-tb-35-7200-rpm-internal-hard-drive-st22000nm001e
Toshiba MQ01ABD032,$51.05+,Toshiba,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/Zhfp99/toshiba-internal-hard-drive-mq01abd032
Seagate ST1000LM035,$40.99 ,Seagate,2.5,SATA 6.0 Gb/s,1,5400,128,https://pcpartpicker.com/product/gMbkcf/seagate-1tb-25-5400rpm-internal-hard-drive-st1000lm035
Western Digital Red Plus,$89.99 ,Western Digital,3.5,SATA 6.0 Gb/s,3,5400,256,https://pcpartpicker.com/product/tyyH99/western-digital-red-plus-3-tb-35-5400-rpm-internal-hard-drive-wd30efpx
Seagate IronWolf Pro,$349.99+,Seagate,3.5,SATA 6.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/3cZFf7/seagate-ironwolf-pro-16-tb-35-7200rpm-internal-hard-drive-st16000ne000
Seagate Exos X24,$399.99 ,Seagate,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/qnWJ7P/seagate-exos-x24-20-tb-35-7200-rpm-internal-hard-drive-st20000nm002h
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/kq7v6h/toshiba-p300-2tb-35-7200rpm-internal-hard-drive-hdwd120uzsva
Western Digital WD Blue,$99.99 ,Western Digital,3.5,SATA 3.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/qkTZxr/western-digital-wd-blue-4-tb-35-5400-rpm-internal-hard-drive-wd40ezax
Seagate Enterprise Capacity,$181.90+,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/x6Jtt6/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0105
Western Digital Blue,$88.00+,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,256,https://pcpartpicker.com/product/Jd8j4D/western-digital-blue-2-tb-35-5400rpm-internal-hard-drive-wd20ezaz
Seagate IronWolf NAS,$398.99+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/wbsmP6/seagate-ironwolf-10-tb-35-7200rpm-internal-hard-drive-st10000vn0008
Western Digital WD Blue,$129.99 ,Western Digital,3.5,SATA 3.0 Gb/s,6,5400,256,https://pcpartpicker.com/product/fk9wrH/western-digital-wd-blue-6-tb-35-5400-rpm-internal-hard-drive-wd60ezax
Western Digital WD_BLACK,$344.45+,Western Digital,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/zxyqqs/western-digital-wd_black-10-tb-35-7200rpm-internal-hard-drive-wd101fzbx
Western Digital WD Red Pro,$465.00 ,Western Digital,3.5,SATA 6.0 Gb/s,22,7200,512,https://pcpartpicker.com/product/ByjBD3/western-digital-red-pro-22-tb-35-7200rpm-internal-hard-drive-wd221kfgx
Western Digital Red,$129.00 ,Western Digital,3.5,SATA 6.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/LN2bt6/western-digital-red-4-tb-35-5400rpm-internal-hard-drive-wd40efax
Seagate Exos X20,$464.00+,Seagate,3.5,SATA 6.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/DthFf7/seagate-exos-x20-18-tb-35-7200rpm-internal-hard-drive-st18000nm003d
Western Digital AV-GP,$59.99+,Western Digital,3.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/jQ4gXL/western-digital-internal-hard-drive-wd10eurx
Seagate ST500VM000,$24.49 ,Seagate,3.5,SATA 6.0 Gb/s,0.5,5900,64,https://pcpartpicker.com/product/JXbCmG/seagate-500-gb-35-5900rpm-internal-hard-drive-st500vm000
Seagate Archive HDD v2,$122.67+,Seagate,3.5,SATA 6.0 Gb/s,5,5900,128,https://pcpartpicker.com/product/9WX2FT/seagate-internal-hard-drive-st5000as0011
Western Digital Red Plus,$256.00+,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/hsYmP6/western-digital-wd-red-plus-8-tb-35-7200rpm-internal-hard-drive-wd80efbx
Toshiba N300 NAS,$124.99 ,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,512,https://pcpartpicker.com/product/YZqNnQ/toshiba-n300-nas-4-tb-35-7200-rpm-internal-hard-drive-hdwg740xzstc
Western Digital Black,$69.98 ,Western Digital,2.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/t2BhP6/western-digital-black-1-tb-25-7200rpm-internal-hard-drive-wd10spsx
Seagate IronWolf NAS,$144.99+,Seagate,3.5,SATA 6.0 Gb/s,4,5900,64,https://pcpartpicker.com/product/6MX2FT/seagate-ironwolf-4tb-35-5900rpm-internal-hard-drive-st4000vn008
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,5900,64,https://pcpartpicker.com/product/nxrcCJ/seagate-internal-hard-drive-st2000vx005
Western Digital AV-GP,$18.98+,Western Digital,3.5,SATA 3.0 Gb/s,0.25,5400,16,https://pcpartpicker.com/product/NLZQzy/western-digital-internal-hard-drive-wd2500avcs
Seagate FireCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/NpBrxr/seagate-firecuda-2tb-35-7200rpm-hybrid-internal-hard-drive-st2000dx002
Seagate ST1000LM014,$41.99 ,Seagate,2.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/D94gXL/seagate-internal-hard-drive-st1000lm014
Seagate Barracuda Compute,N/A,Seagate,3.5,SATA 6.0 Gb/s,2,5400,256,https://pcpartpicker.com/product/kxprxr/seagate-barracuda-compute-2-tb-35-5400rpm-internal-hard-drive-st2000dm005
Western Digital Gold,$348.00 ,Western Digital,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/gmhmP6/western-digital-gold-16-tb-35-7200rpm-internal-hard-drive-wd161kryz
Western Digital Purple Pro,$539.99 ,Western Digital,3.5,SATA 6.0 Gb/s,26,7200,512,https://pcpartpicker.com/product/9nwD4D/western-digital-purple-pro-26-tb-35-7200-rpm-internal-hard-drive-wd260purp-spcnjy0
Seagate NAS HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,5900,64,https://pcpartpicker.com/product/tyKhP6/seagate-nas-hdd-1tb-35-5900rpm-internal-hard-drive-st1000vn000
Western Digital Gold,$356.99 ,Western Digital,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/qy2bt6/western-digital-gold-18-tb-35-7200rpm-internal-hard-drive-wd181kryz
Seagate BarraCuda,$40.00+,Seagate,3.5,SATA 6.0 Gb/s,0.5,5400,32,https://pcpartpicker.com/product/pvRzK8/seagate-barracuda-500gb-35-5400rpm-internal-hard-drive-st500dm009
Western Digital Blue,$42.98 ,Western Digital,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/zH98TW/western-digital-internal-hard-drive-wd5000azlx
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/Z6fp99/western-digital-internal-hard-drive-wd20eads
Western Digital Blue,$109.99+,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/bskwrH/western-digital-internal-hard-drive-wd20ezrz
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/t6W9TW/seagate-internal-hard-drive-st3500413as
Seagate IronWolf NAS,$152.72 ,Seagate,3.5,SATA 6.0 Gb/s,2,5400,256,https://pcpartpicker.com/product/9N3gXL/seagate-ironwolf-nas-2-tb-35-5400-rpm-internal-hard-drive-st2000vn003
Seagate Constellation ES.3,$36.00+,Seagate,3.5,SATA 6.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/MHPfrH/seagate-internal-hard-drive-st1000nm0033
Seagate IronWolf Pro NAS,$129.00 ,Seagate,3.5,SATA 6.0 Gb/s,2,7200,256,https://pcpartpicker.com/product/K9NYcf/seagate-ironwolf-pro-nas-2-tb-35-7200-rpm-internal-hard-drive-st2000nt001
Seagate IronWolf Pro,$324.45+,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/PZ848d/seagate-ironwolf-pro-8-tb-35-7200rpm-internal-hard-drive-st8000ne001
Seagate Exos M,N/A,Seagate,3.5,SATA 6.0 Gb/s,32,7200,N/A,https://pcpartpicker.com/product/9wjv6h/seagate-exos-m-32-tb-35-7200-rpm-internal-hard-drive-st32000nm003k
Toshiba N300 NAS,$218.99 ,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/BRqNnQ/toshiba-n300-nas-10-tb-35-7200-rpm-internal-hard-drive-hdwg71axzsta
Western Digital Blue,$269.98+,Western Digital,3.5,SATA 6.0 Gb/s,8,5640,128,https://pcpartpicker.com/product/9wXJ7P/western-digital-blue-8-tb-35-5640rpm-internal-hard-drive-wd80eazz
Seagate ST1000DX001,$80.00+,Seagate,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/ftPfrH/seagate-internal-hard-drive-st1000dx001
Western Digital Gold,$584.94+,Western Digital,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/jpM48d/western-digital-gold-20-tb-35-7200rpm-internal-hard-drive-wd201kryz
Hitachi Ultrastar 7K4000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/xqCwrH/hitachi-internal-hard-drive-0f14688
Seagate IronWolf Pro NAS,$299.99+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/ghgrxr/seagate-ironwolf-pro-nas-10-tb-35-7200-rpm-internal-hard-drive-st10000nt001
Seagate FireCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/PfcG3C/seagate-firecuda-8-tb-35-7200-rpm-internal-hard-drive-st8000dx001
Western Digital Red,$249.99+,Western Digital,3.5,SATA 6.0 Gb/s,8,5400,256,https://pcpartpicker.com/product/zZKcCJ/western-digital-red-8tb-35-5400rpm-internal-hard-drive-wd80efax
Western Digital WD_BLACK,$247.74 ,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/JWm323/western-digital-wd_black-6-tb-35-7200rpm-internal-hard-drive-wd6003fzbx
Seagate FireCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/dq8bt6/seagate-firecuda-4-tb-35-7200-rpm-internal-hard-drive-st4000dx005
Hitachi HDS723030ALA640,$79.97+,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/9RvZxr/hitachi-deskstar-3tb-35-7200rpm-internal-hard-drive-0f12450
Western Digital Ultrastar DC HC520,$240.00+,Western Digital,3.5,SATA 6.0 Gb/s,12,7200,N/A,https://pcpartpicker.com/product/skkgXL/western-digital-ultrastar-dc-hc520-12-tb-35-7200rpm-internal-hard-drive-0f30144
Western Digital Ultrastar DC HC550,$374.45+,Western Digital,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/xwytt6/western-digital-ultrastar-dc-hc550-16-tb-35-7200rpm-internal-hard-drive-0f38462
Western Digital Blue Mobile,$79.98 ,Western Digital,2.5,SATA 6.0 Gb/s,2,5400,128,https://pcpartpicker.com/product/fxfhP6/western-digital-blue-mobile-2tb-25-5400rpm-internal-hard-drive-wd20spzx
Western Digital AV-GP,$19.10+,Western Digital,3.5,SATA 3.0 Gb/s,0.32,5400,16,https://pcpartpicker.com/product/JBkD4D/western-digital-internal-hard-drive-wd3200avcs
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/8PYLrH/toshiba-p300-3tb-35-7200rpm-internal-hard-drive-hdwd130uzsva
Seagate IronWolf NAS,$473.95+,Seagate,3.5,SATA 6.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/RNkj4D/seagate-ironwolf-16-tb-35-7200rpm-internal-hard-drive-st16000vn001
Toshiba DT01ACA300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/n2JwrH/toshiba-internal-hard-drive-dt01aca300
Western Digital Red,$109.98 ,Western Digital,3.5,SATA 6.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/7sTmP6/western-digital-internal-hard-drive-wd30efrx
Seagate SkyHawk Surveillance,$126.76+,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/8fddnQ/seagate-skyhawk-surveillance-4-tb-35-7200rpm-internal-hard-drive-st4000vx013
Western Digital Red,$367.25+,Western Digital,3.5,SATA 6.0 Gb/s,12,5400,256,https://pcpartpicker.com/product/dv8j4D/western-digital-red-12-tb-35-5400rpm-internal-hard-drive-wd120efax
Western Digital WD Red Pro,$499.99 ,Western Digital,3.5,SATA 6.0 Gb/s,24,7200,512,https://pcpartpicker.com/product/HTjv6h/western-digital-wd-red-pro-24-tb-35-7200-rpm-internal-hard-drive-wd241kfgx
Seagate Barracuda Compute,$97.58+,Seagate,3.5,SATA 6.0 Gb/s,3,5400,256,https://pcpartpicker.com/product/jM848d/seagate-barracuda-compute-3-tb-35-5400rpm-internal-hard-drive-st3000dm007
Seagate NAS HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/ZqmxFT/seagate-internal-hard-drive-st8000vn0002
Toshiba S300,$173.28 ,Toshiba,3.5,SATA 6.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/J37G3C/toshiba-s300-4-tb-35-5400rpm-internal-hard-drive-hdwt840uzsva
Seagate Enterprise,$215.00 ,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/bDqbt6/seagate-enterprise-8tb-35-7200rpm-internal-hard-drive-st8000nm0045
Hitachi HUC101212CSS600,$55.00+,Hitachi,2.5,SAS 6.0 Gb/s,1.2,10000,64,https://pcpartpicker.com/product/hnckcf/hitachi-internal-hard-drive-0b25168
Western Digital WD Red Pro,$129.99 ,Western Digital,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/TgDzK8/western-digital-red-pro-2tb-35-7200rpm-internal-hard-drive-wd2002ffsx
Hitachi Travelstar Z7K500,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/C8DwrH/hitachi-internal-hard-drive-hts725050a7e630
Western Digital Red Plus,$449.99+,Western Digital,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/NspzK8/western-digital-wd-red-plus-14-tb-35-7200rpm-internal-hard-drive-wd140efgx
Toshiba N300 NAS,$218.99 ,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/zrwD4D/toshiba-n300-nas-12-tb-35-7200-rpm-internal-hard-drive-hdwg51cxzsta
Seagate Exos X18,N/A,Seagate,3.5,SATA 6.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/VGxRsY/seagate-exos-enterprise-x18-16-tb-35-7200rpm-internal-hard-drive-st16000nm000j
Western Digital Ultrastar DC HC330,$309.99 ,Western Digital,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/kx4Ycf/western-digital-ultrastar-dc-hc330-10-tb-35-7200-rpm-internal-hard-drive-0b42266
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/gV8Zxr/western-digital-internal-hard-drive-wd1002faex
Seagate Exos X24 SED,$684.86+,Seagate,3.5,SATA 6.0 Gb/s,24,7200,512,https://pcpartpicker.com/product/3pqrxr/seagate-exos-x24-sed-24-tb-35-7200-rpm-internal-hard-drive-st24000nm001h
Western Digital Blue,$69.99 ,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/NNK7YJ/western-digital-blue-2-tb-35-5900rpm-internal-hard-drive-wdbh2d0020hnc-nrsn
Seagate IronWolf Pro NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/Bz8bt6/seagate-ironwolf-pro-nas-18-tb-35-7200-rpm-internal-hard-drive-st18000nt001
Seagate Barracuda Compute,$56.00+,Seagate,3.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/pxJtt6/seagate-barracuda-compute-1-tb-35-7200rpm-internal-hard-drive-st1000dmz10
Western Digital Blue Mobile,$46.99 ,Western Digital,2.5,SATA 6.0 Gb/s,1,5400,128,https://pcpartpicker.com/product/mjtQzy/western-digital-blue-mobile-1-tb-25-5400rpm-internal-hard-drive-wd10spzx
Western Digital Caviar Blue,$33.00+,Western Digital,2.5,SATA 6.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/zsw323/western-digital-internal-hard-drive-wd5000lpvx
Toshiba N300 NAS,$318.99 ,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/jMy8TW/toshiba-n300-nas-16-tb-35-7200-rpm-internal-hard-drive-hdwg51gxzsta
Western Digital WD Red Pro,$197.50 ,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/BpjRsY/western-digital-red-pro-6-tb-35-7200-rpm-internal-hard-drive-wd6005ffbx
Toshiba X300,$179.00+,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/xHzZxr/toshiba-internal-hard-drive-hdwe140xzsta
Seagate Exos X24,$331.99 ,Seagate,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/gWV2FT/seagate-exos-x24-16-tb-35-7200-rpm-internal-hard-drive-st16000nm002h
Western Digital Gold,$114.00+,Western Digital,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/7mrcCJ/western-digital-internal-hard-drive-wd4002fyyz
Seagate IronWolf NAS,$174.21+,Seagate,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/zKnG3C/seagate-ironwolf-8tb-35-7200rpm-internal-hard-drive-st8000vn0022
Western Digital Black,$69.99 ,Western Digital,2.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/8zdFf7/western-digital-black-1tb-25-7200rpm-internal-hard-drive-wd10jplx
Seagate FireCuda,$86.99+,Seagate,2.5,SATA 6.0 Gb/s,1,5400,N/A,https://pcpartpicker.com/product/w6x9TW/seagate-firecuda-1tb-25-5400rpm-hybrid-internal-hard-drive-st1000lx015
Western Digital Red,N/A,Western Digital,3.5,SATA 6.0 Gb/s,4,5400,64,https://pcpartpicker.com/product/rkV48d/western-digital-internal-hard-drive-wd40efrx
Western Digital WD_BLACK,$209.99 ,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/jf4Ycf/western-digital-wd_black-8-tb-35-7200rpm-internal-hard-drive-wd8002fzwx
Toshiba N300 Pro,$414.12 ,Toshiba,3.5,SATA 6.0 Gb/s,22,7200,512,https://pcpartpicker.com/product/VnCCmG/toshiba-n300-pro-22-tb-35-7200-rpm-internal-hard-drive-hdwg62cxzstb
Seagate IronWolf Pro,$219.99+,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/JccRsY/seagate-ironwolf-pro-6-tb-35-7200rpm-internal-hard-drive-st6000ne000
Toshiba MQ01ABD100,N/A,Toshiba,2.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/WJK7YJ/toshiba-internal-hard-drive-mq01abd100
Seagate Constellation ES.3,$76.90+,Seagate,3.5,SAS 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/6wdqqs/seagate-internal-hard-drive-st4000nm0023
Seagate IronWolf Pro,$399.45+,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/T2PKHx/seagate-ironwolf-pro-12-tb-35-7200rpm-internal-hard-drive-st12000ne0008
Western Digital Purple,$99.99 ,Western Digital,3.5,SATA 6.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/7fDQzy/western-digital-purple-4-tb-35-5400-rpm-internal-hard-drive-wd43purz
Seagate BarraCuda Pro,$463.82+,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/qRtWGX/seagate-barracuda-pro-4tb-35-7200rpm-internal-hard-drive-st4000dm006
Samsung Spinpoint F3,N/A,Samsung,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/FBR48d/samsung-internal-hard-drive-hd103sj
Toshiba P300,$177.40 ,Toshiba,3.5,SATA 6.0 Gb/s,6,5400,128,https://pcpartpicker.com/product/rYD7YJ/toshiba-p300-6-tb-35-5400rpm-internal-hard-drive-hdwd260uzsva
Seagate Constellation ES.3,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/qnxfrH/seagate-internal-hard-drive-st4000nm0033
Western Digital Caviar Green,$90.00+,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/RxBv6h/western-digital-internal-hard-drive-wd20earx
Toshiba P300,$199.00+,Toshiba,3.5,SATA 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/rpNv6h/toshiba-p300-1tb-35-7200rpm-internal-hard-drive-hdwd110ezsta
Toshiba HDD2K12,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/GZbp99/toshiba-internal-hard-drive-hdd2k12
Hitachi Ultrastar,N/A,Hitachi,3.5,SATA 3.0 Gb/s,2,7200,32,https://pcpartpicker.com/product/yCTPxr/hitachi-ultrastar-2-tb-35-7200rpm-internal-hard-drive-hua722020ala331
Western Digital Blue,$180.00+,Western Digital,3.5,SATA 6.0 Gb/s,6,5400,256,https://pcpartpicker.com/product/Z2HRsY/western-digital-blue-6-tb-35-5400rpm-internal-hard-drive-wd60ezaz
Toshiba MQ04ABF100,$49.99+,Toshiba,2.5,SATA 6.0 Gb/s,1,5400,128,https://pcpartpicker.com/product/V8RgXL/toshiba-mq04abf100-1-tb-25-5400rpm-internal-hard-drive-mq04abf100
Seagate BarraCuda,$49.00+,Seagate,3.5,SATA 3.0 Gb/s,1.5,5900,32,https://pcpartpicker.com/product/xnV48d/seagate-internal-hard-drive-st315005n4a1asrk
Western Digital Red Plus,$159.99+,Western Digital,3.5,SATA 6.0 Gb/s,4,5400,128,https://pcpartpicker.com/product/DK2WGX/western-digital-wd-red-plus-4-tb-35-5400rpm-internal-hard-drive-wd40efzx
Seagate Momentus 5400.6,$30.00+,Seagate,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/YtDwrH/seagate-internal-hard-drive-st9500325as
Seagate Enterprise Capacity,$71.47+,Seagate,3.5,SATA 6.0 Gb/s,3,7200,128,https://pcpartpicker.com/product/chfhP6/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st3000nm0005
Seagate SkyHawk Surveillance,$89.79+,Seagate,3.5,SATA 6.0 Gb/s,2,7200,256,https://pcpartpicker.com/product/jYNxFT/seagate-skyhawk-surveillance-2-tb-35-7200rpm-internal-hard-drive-st2000vx015
Western Digital Blue,$116.99 ,Western Digital,3.5,SATA 6.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/2Qqbt6/western-digital-internal-hard-drive-wd30ezrz
Western Digital Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,2,5400,64,https://pcpartpicker.com/product/sXDwrH/western-digital-internal-hard-drive-wd20ezrx
Toshiba MG06ACA10TE,$198.99 ,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/kX97YJ/toshiba-mg06aca10te-10-tb-35-7200rpm-internal-hard-drive-mg06aca10te
Toshiba MG09 512e,$385.99 ,Toshiba,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/TLdG3C/toshiba-mg09-512e-18-tb-35-7200-rpm-internal-hard-drive-mg09aca18te
Seagate Exos X24,$300.99 ,Seagate,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/tTXV3C/seagate-exos-x24-12-tb-35-7200-rpm-internal-hard-drive-st12000nm002h
Western Digital Blue Mobile,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.5,5400,16,https://pcpartpicker.com/product/4QmmP6/western-digital-blue-mobile-500-gb-25-5400rpm-internal-hard-drive-wd5000lpcx
Seagate BarraCuda Pro,$345.99+,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/FZfhP6/seagate-barracuda-pro-12tb-35-7200rpm-internal-hard-drive-st12000dm0007
Seagate Exos X24,$328.99 ,Seagate,3.5,SAS 12.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/4BsV3C/seagate-exos-x24-12-tb-35-7200-rpm-internal-hard-drive-st12000nm007h
Seagate SkyHawk Surveillance +Rescue,$99.99+,Seagate,3.5,SATA 6.0 Gb/s,4,5400,256,https://pcpartpicker.com/product/LKrRsY/seagate-skyhawk-surveillance-rescue-4-tb-35-5400-rpm-internal-hard-drive-st4000vx016
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/kLmLrH/seagate-internal-hard-drive-st31000524as
Western Digital WD_BLACK,$46.99+,Western Digital,3.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/bCTmP6/western-digital-wd_black-500-gb-35-7200rpm-internal-hard-drive-wd5003azex
Toshiba MG08,N/A,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/DkxRsY/toshiba-mg08-16-tb-35-7200rpm-internal-hard-drive-mg08acp16te
Toshiba N300 NAS,$159.99 ,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,512,https://pcpartpicker.com/product/Zm7MnQ/toshiba-n300-nas-6-tb-35-7200-rpm-internal-hard-drive-hdwg760xzsta
Western Digital Ultrastar DC HC550,$449.99 ,Western Digital,3.5,SATA 6.0 Gb/s,18,7200,512,https://pcpartpicker.com/product/G8JgXL/western-digital-ultrastar-dc-hc550-18-tb-35-7200rpm-internal-hard-drive-0f38459
Western Digital Gold,$299.99 ,Western Digital,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/KsRFf7/western-digital-gold-12tb-35-7200rpm-internal-hard-drive-wd121kryz
Western Digital Gold,$291.45+,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/BwcRsY/western-digital-gold-8-tb-35-7200rpm-internal-hard-drive-wd8004fryz
